tweet_id	tweet	class
1194295293375926272	@ZavtraLeto С марта регулярно посещаю тётю-врача, пропит золофт, феварин, сейчас венлафаксин, всегда в компании с ламотриджином, у меня всё в порядке 😀	0
1049552743801720832	"Эксперты, расскажите подробнее о препарате ""Тебантин"", почему многие подростки и не только применяют его? Каков эффект и последствия?"	0
1158416551076421633	в самом носу. Можно пить обезбол для зубов, но саму проблему это не решит. Для носа капли только стероидные как-то помогут, с флутиказоном, но их больше месяца капать не рекомендую, ибо привыкание вызывает и нихуя не помогает :с	1
693755411871170562	Поставка лекарственных средств (ципрофлоксацин) #tender	0
1004112204499742720	Прозак с алкоголем норм. Только алкоголя нужно меньше	0
1126107587131387905	От кветиапина мышцы сами не свои, от венлафаксина тревожно, от сативы паника, от гарсона ступор	1
1020048718396043264	@vladanrains сертралин -&gt; флуоксетин, оба сиозс. в обоих случаях был небольшой тремор, изменение веса и длительности сна. от флуоксетина была изжога, если пить на голодный желудок. а либидо у меня по жизни низкое но оба сработали, мне больше не хотелось плакать целыми днями	1
893027243496177664	Третий день с беталоком: тахикардия ушла, давление 120/80, пульс 75. Думал даже не пить сегодня, но решил последовать совету врача	0
986292401827405825	#ДнепрВГ #ДніпроВГ купили бандаж для бойца, после операции нужен и сальбутамол еще одному бойцы в терапии. Спасибо Вам!	0
938909305004285953	"Продавщица на рынке услышала, что у меня в наушниках играет Спартак 0:7 и продала ""из под полы"" Прозак."	0
893881478450380803	Благодарю. Житнев Сеалекс принял. Раззабивался в последних матчах)	0
1152559229737349120	В Москве наконец открыли заведение, где подают лоперамид	0
909026176512995328	На счёт флуоксетина могу проконсультировать более подробно	0
1162043152863244289	Любимое а я даже венлафаксин не пила	0
1044594368773009409	сижу туплю хочу спать вписываю название лекарства не туда ага я бы хотела жить в городе с названием венлафаксин	0
1145114905005252608	Попробовал ксанакс, пока нормально идёт, да, @polfmq ?	0
1097972048222146563	@madsadface -мне грустно, док -на тебе прозак	0
743556834443792384	сначала Сеалекс прибили наглухо теперь за гандоны взялись. А Нагиев с Лопыревой двигают Ловелас. Совпадение?	0
1012283457341476865	А нахрена прозак, если это банальный флуоксетин?	0
707537414881992705	Кофеин состоит из углерода, водорода, азота и кислорода — так же, как и кокаин, талидомид, нейлон, тротил и героин.  Приятного кофепития.	0
1113078488267964416	хуевое обстоятельство заключается в том, что я угробила свою эндокринную систему и на третьем курсе начала сильно терять волосы. и вот, уже полтора года я борюсь с этой проблемой и наблюдаюсь у врача. принимаю эутирокс и витамины.	0
873117949157982210	Современная фарма прекрасна. Раньше люди гибли от обезвоживания. Ща лоперамидом на угле перекрыл вентель и ходи, как ни в чем	0
1046025977141374978	Бля это ты его ещё сероквелем не покупал (наверное) (если щяс это не какой-то слабый сероквель)	0
849699019731476481	#где Прегабалин оставит россиянина в Грузии навсегда	0
808033091235315718	Всем ксанакса за мой счёт!!!	0
966662893742841856	@daria_calma @proza_c я тоже много лет сидел на эутироксе (синтетический Т4) и при этом имел лишний вес, утомляемость, рассеянное внимание, трудности со сном,  мышечные боли, низкий уровень энергии и т.д.  про то что  моно терапия  синтетическим  т4  мало кому помогает даже при  якобы норм анализах	1
1025056624896090118	я блядь просто в ахуе моей маме какая-то мразь дала флуоксетин чтобы блядь ПОХУДЕТь просто какого хуя	1
1121799810887979010	Прописали флуоксетин.  Опа, и снова здравствуйте.	0
698864326262812672	Лампово проводим воскресенье под гориллой и флуоксетином.	0
1043799543362596866	Чтобы вы понимали количество 🤫🤭:  изъяли 200 грамм травы и 379 таблеток Ксанакса.	0
1070108803176300544	Рексетин — дешевле и не сильно хуже (производство, кажется, Польша)	0
890923150858485760	вообще никогда не имел дела с питомцами, полезный опыт наверное (подготовил зиртек и сальбутамол на всякий случай 🚑)	0
907036818973057024	зодак,  цитрин, фексадин, кларитин, ксизал, супрастин, лоратадин,  фликсоназе - ничего не помогает 🤧🌿🍃☘️ сейчас попробую эриус	0
1114481964529213441	вот так вот. но из меня еще не вышел полностью чай. я вот думаю, купить ли флуоксетин. или нет.	0
1144842418342125568	а именно «Прозак», «Флуоксетин», «Циталопрам», «Панурамин», «Зимелидин» и их аналоги.Нельзя использовать никакие препараты из зверобоя (исключение - для наружного применения) тем, кто принимает ингибиторы моноаминоксидазы «Феналзин», «Ниаламид», «Транилципромин», «Метралиндол»,	0
1085982722986835979	Плохому танцору, как говорится, нужен ксанакс	0
1164625010868330499	Хотя сейчас (спасибо пароксетину) я лично не вижу особой трагедии в том, что поправилась. Без пароксетина снова бы в окно прыгала	0
670944043979902976	Я ни на что не намекаю, но в качестве подарка на Новый год я бы не отказалась от лезвия и пару упаковочек флуоксетина	0
1200852937456660480	@Shellzenmailru1 @OlegSirota Может ему еще и партию имодиума выслать болезному?	0
1124594717944090624	феназепамом дознулся под все это дело с блевотней постоянной. на очереди алпразолам. в будни вернусь к вальпройке, от нее только внутренности в ебучий ужас скрючивало	1
805875905075748865	Симона Белс на адерале,норвежцы на сальбутомоле и так далее.Ясно понятно	0
738631311624155136	Мы блять в 21 веке живем, выпей Имодиум и пиздуй на работу!	0
954086719002955777	Ого!  Глава UCI предложил Sky отстранить Фрумми от гонок до завершения дела о сальбутамоле   #велоспорт	0
1048169953269088256	Фендом фанонит, насколько я понял, что он сидит на ксанаксе. Вспомнил об этом, когда читал, что мне невролог выписала х)	0
1032006981580726272	Ваши закидушки ксанаксом это не значит что вы из себя такие крутые торчи которые заедают себя таблами ради ничего	0
1132021029621182464	нам всем роботы будут выписывать прозак	0
931297889464315904	Не спится.. Ксанаксу чтоль наебнуть?  Братишка также сделал.. К успеху шёл	0
1031821617993863168	Сегодня не забыл принять паксил - и прям ХОРОШО	0
1167507669873299456	Можно такой же мем с паксилом и атараксом тогда это будет мем моей жизни	0
1089555804020195328	Спасибо Наталье Сергеевне, маме Дарине, Броше, бабушке и маме, брату и старшей сестре, флуоксетину, лыжам и свежему воздуху, Тане, Тане, Васе, ребятам из суда и литологии, двум книжкам и как минимум одной моей клетке головного мозга.	0
1089938172967038978	А Тамифлю таки работает, братцы! Даже, когда, кажется, уже все сроки прошли! Голос, правда, пропал, но появилась надежда на светлое будущее! 😀 Кстати, наша больничная касса Маккаби распространяет препарат по рецепту бесплатно. Мелочь, но приятно!	1
1086525937749905409	"""За фен и алпразолам  Мать и родину продам"" ©Канфуцэй"	0
1035147975494959105	спасение астматика дело рук самого астматика,  сальбутамола,  супрастина и эуфилина	0
1113848756603060224	Смотрю узнать за 10 сек с фладдом, он звонит Паше Технику для подсказки, а тот такой ТЫ СЕГОДНЯ ЕЛ КСАНАКС???	0
1197405923528101895	@Belladon_Erkert У меня просто терапия по евро стандарту Абилифай + ксанакс + флу По максимальной дозировке И их не ебёт что препараты взаимоусиливающие И то что они мне помимо этого ещё кодеин от мигреней скармливают их не трогает Про зверобой который должна пить а его вообще с этим нельзя молчу	0
1042886224674017281	У меня реально стресс. Пиздец не ожидала. Может флуоксетином лишним закинутся.	0
868456042383986688	Таблетки, таблетки, таблетки, я снова закидываюсь паксилом, но какие-то болезни просто неизлечимы	0
893444331742392320	Флу это флуоксетин? Разве это не тоже самое что и прозак?	0
1140986222560632832	Купил себе пять пачек Беломора, ед за ксанаксом и рогипнолом	0
1087203489514745856	объебаться флуоксетином сейчас или после школы?	0
1041580820488744963	Наш запах после смены и флуоксетина	0
989030256429424640	Может есть у кого продать или отдолжить лекарство Пульмикорт ( для ингаляций)Срочно.	0
853000983668043776	у меня не паксил если че конечно просто эта цитата из песни	0
987208749482987520	Не пил паксил 2 дня, начало сильно потряхивать,  как пьезой в суставы,  выпил одну, и чувствую как переть начинает, а что если её заюзать?	1
669199559378272256	Счастье-это когда нашёл целую пачку флуоксетина	0
1078891340090564609	в этом году мы открыли для себя Пашу Техника. не просто «вау нужен ксанакс нужен ксанакс ахаха прикольная я знаю технека да» а как человека с отличным чувством юмора, богатым внутренним миром и кучей интересных историй из жизни.	0
1139926560306270208	Дальше он орет что да он употреблял ксанакс и не видит ничего плохого в этом.	0
1140491421620822016	НОВИНКА! Прегаболин теперь в новом формате	0
1196770333874892805	Сегодня, например, мне сказали, что у меня хорошая речь и мне бы диктором быть  Буквально через пару минут я смогла выговорить слово «метопролол» только, наверное, раза с 10 ))))	0
669830684853329920	Кофеин по своему составу близок к кокаину, талидомиду, тротилу, героину и нейлону.	0
740139351535943680	А нашу группу назвали бы: Дети Флуоксетина	0
937954247358013441	Кстати, Бьёрген принимает не стероиды, а сальбутамол, который разрешен не более 1600 мкг в сутки.	0
1076869880543100930	И как вы планируете с ним справляться, с этим животным началом? Прозак? Вживление чипов? Что-то другое?	0
1165686199475953665	Что предлагаете взамен? Клопидогрель? Уже практически не назначают. Альтернатива - ривароксабан, и не всегда. Позвольте спросить, Вы практиковать изволите или все по теории?	0
1016556484040249344	за эти 15 дней, что я тут лежу, я смогла узнать лишь, что мне дают адепресс, труксал и феназепам, ну и сорбифер. а что в капельницах было — я не знаю.	0
1067108393540820997	Перейдите на Зипрексу и вы станете «чуть чуть беременной»	0
902398490726236161	Наступает осень-активируются биполярники и депрессивные. Где там мой прозак?	0
739498757889400832	Играют плохо, потому что рекламы сеалекса больше нет.	0
1167713176663789573	Месяц уже пью флуоксетин  Ну и где моя анорексичная  худоба ?	0
1062058509402062849	Я знаю, но флуоксетин слабее, на меня он не действует	0
1028649235103674369	В левой руке прозак, в правой руке корвалол. мой пиар менеджер -  загон	0
917766238755016707	таким меня увидел фотомастер из Петербурга. расчехляйте фотошопы, ребята! объявляю конкурс. победитель получит пачку флуоксетина.	0
1142448957118963712	Когда первый месяц пьешь один венлафаксин, становится очень тяжело уснуть, иногда не спишь всю ночь. Днём постоянно зеваешь и залипаешь, а от тревожности мне ещё больше хотелось спрятаться под одеяло и лежать там. Тк я пила его только месяц, не ручаюсь, проходит ли это после	1
867646943400472576	во мне столько кофе и прозака, сколько я думала в человека без летального исхода поместиться не может в принципе	0
850102375125839872	а вот обязательно в каждом фанфике по МакРайли писать, что Кирк сидит на ксанаксе?	0
1026094573188263942	60. все кто знают про ТА знают и что такое флуоксетин. эдакий спаситель и вообще золото чудо свет в конце тоннеля. частично так и есть	0
969880733643870209	"жру порошки и таблетки, полощусь в спреях жизнь удалась, а я еще к эндокринологу не сходила, гже мне снова левотироксин и метформин 3 раза в день назначат ахахаа сука с"""":"	0
1124643788138401794	старость - это когда едешь на одну ночь на дачу с друзьями, но берёшь с собой мезим, имодиум, пластыри и вообще 5кг аптечку	0
758261318835179520	в одиночестве все еще очень страшно плюс нашел упаковку ламиктала плюс триггерит с поступлений	0
1153176960887152641	Метформин(инсульт инфаркт), средизимноморская диета(инсульт инфаркт), марихуанна(рак) исключить сахар, гашеная сода - раствор PH 8.5 - 9, сырые орехи, йод, оливковое масло, физические нагрузки (тренировки) это те вещи которые даруют вам долголетие.	0
1162802122863366144	Пиздец душишь, тут про бухыч же. Лоперамид вообще врагу не пожелаю. Лучше просраться хорошенько чем 3 дня вообще не срать и чувствовать что нужно бы посрать	1
963741565469458434	чувствую прозак ещё даст о себе знатьу меня уже началась аритмиябля )))	1
1148225361727168512	@Kalante_ выписали флуоксетин на 4 года ты какой пила?	0
966293207595343873	Анон, пробовал пить зверобой в качестве антидепрессанта? И ещё элеуторококк и женьшень? Сейчас пью золофт с ламотриджин ом, но они заканчиваются, а купить стоит немало. Хватает только на зверобой. Будет ли эффект?	0
1038317572968640514	До этого у меня был Паксил. Но это пиздец был. Вот пропила пачку, врач посоветовал Новопассит. Купила вчера в сиропе. На удивление, реветь хочется меньше, до этого вообще каждую секунду ревела, но сейчас что-то стопит. Мб самовнушение, но основные негативные чувства притупились	0
1110844606143434758	"27 марта. очень мило, что интернет-аптека рекомендует мне купить флуоксетин со скидкой, а потом уточняет, что ""строго самовывоз по рецепту"""	0
1132314223466430464	Что б у него понос даже и имодиумом не прекратился	0
947754163974193152	- этот самый, который в одежде мылся, как его? Ибрагим - дура, эвкалипт - айболит? - лоперамид	0
1201753548385591296	и что же теперь делать законопослушному российскому гражданину, которому прегабалин необходим? может быть поискать в ДРАКНЕТЕ??	0
981548147557195776	Посмотрел вот только что видео про мировую эпидемию Ксанакса. Это же вообще тотальный пиздец! До этого думал, что нынешние подростки вообще во всём идеальны но, оказалось, что у каждого поколения свои проблемы.	0
1068652794314412033	Ребятки, мне реально страшно. Похоже я попал на новую побочку прозака - я всерьез думаю перейти на винду. Пиздец. Всего лишь второй день сидения в kdenlive, а я уже на грани безумных решений. Очень надеюсь, что к утру попустит.	1
1159454074435248129	Охуительно блять, метформин теперь по рецепту	0
814586727763480576	полтаблетки Эгилока - и стучит нормально!	0
1099039002357833730	Дорогой дневник! Я вынесла еще один день, и из этого дня я вынесла, что НЕЛЬЗЯ НЮХАТЬ ФЛУОКСЕТИН, спасибо болевым рецепторам в слизистой!	0
1021144175872479233	Если ты чем-то недоволен, то возьми себе ксанакса, или барбитуры какой-нибудь жёсткой	0
1120064121188253701	Каждый раз когда нахожусь на грани срыва больше всего мечтаю лежать на вересковых пустошах Йоркшира и дышать дышать дышать дышать вдыхать этот запах острова который действует на меня как смертельная доза венлафаксина	0
1001063981522538496	Геля - просто школьница Гелечка Мета-геля - постриглась, сделала челку, попробовала вино и начала учить физику  Пост-геля - алкоголик-нобелевский лауреат, получивший паралич после пьяной драки с сестрой, сидит на кетамине и ксанаксе	0
1043184647755231232	Остаётся только посочувствовать.. Попробуй Имодиум!	0
729961173379059712	@Ukroperemoga @Yagozarussia а как заебла реклама сеалекс! Впечатление, что у всей страны нестояк))) Особенно на спортивных каналах почему-то	0
654556786066755584	Сиофор 850.Полный человек аллергичен,получает результаты анализа крови с повышенным в 10 с лишним раз IqE,и незначительным повышением	0
1194769928626282498	Остапа сегодня опять несёт, ага. Это всё декстроамфетамин?	0
985750747911507970	Это уже ебаная безысходность. Когда спрашивают, какую вкусняшку тебе купить, а твой ответ - «оксикодон и феназепам»	0
1013177712029167617	Флуоксетин + Алкоголь Сап ночной. Пью флу ланнахер около месяца, особых изменений не вижу, дошел до дозы 80мг/сутки(4капсулы), сегодня решил бросать его, пью по 20мг/сутки, завтра планирую так же принять 20мг и выпить пива(0,5), в интернете разные отзыв	0
1015132077413621761	6 таблеток имодиума 240 рублей!!! даже на дерьме наживаться умудряются  полный бангладеш	0
1036217496561491968	На верху, похоже, начали принимать Аддерал в перерывах между оргиями.	0
1146415227245879296	Глюкофаж посоветуй вместо метформина, скажи что для глюков. :) (если кто не в курсе это одно и то же, просто разных фирм).	0
1135208690900975616	А паксил разве помогает от мрачных мыслей? По-моему, от него только тошнит и болит голова.	1
937670830309478401	Нука-нука. Ну и сальбутамол - это не стреод.	0
